Lang	Latitude	Longitude	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
140883	3,00900900900918	24,054054054055	i d̪ː ɳː    a̱ ʈ d̪    	eˑ aːu ʀ t    ʑ ɛ    ɨː ɗ o̞ː r    v̩ o æ̃ ɾ    tɬ o u pʲ    ɯ ŭ s mː    	ɡ i d̪    	ɳː aːu n əː r    tsː o e˞ lʲ m̩    	s͈ r ŋˑ ĕ u r    s rʲ oː a f vː    s m õ f ɤ ɴ    	d̪ː d̪ əː t    ʐ r uɔ    t̪ cʰ o r    	pʰ d̪ː o̱ e̱    ȵ ȵ oː    v ʃ u u    	ɳː ɛ̃ t    e w r̃    	i d̪ r    i ɮ ʕ    y v̥ kˀ    d̪ a̤ː m    vː ʊ ʔʷ    i r m    	d̪ː ɡ ɛ̃ d̪    f ɤ dˤː ɡ    cʰ ɛ n̩ cː    eɪ f pʲ ɾˠ    ʋ ɜ ʃ cː    
139009	-2,39639639639623	39,8198198198208	əː s gʰ    ĩ dʒː ⁿg    	bˠ a e nʲ    e̱ lʱ o ɗ    	ɯː ʔ lʷ    	w ɑː tɕ ɐ m    ⁿg e̞ ŋ a˞ dʒː    	ʀ ŭ ŋ tː ĩː r    s dʒː a ɔ̃ː f r    ʄ aːi ɔ    	ˀd ĩː bˠ r    ʐ n̩ e̞ cçʷ    s cː o β    	ɪ r ʀ aˑ    	w ŭ r    	āː ʃ ŋ    i qχ qχ    f e r̥    	ŭ tː ˀd bˠ    
140882	-7,35135135135118	27,2072072072081	iː d̪ f    ts o t    i s w    	o s e r    u ɸʷ u j    āː b aʊ ȶ    ɯ u̘ s mː    ĭ s ɐ j    ɯ u̘ d̪ʰ ˀk    	m ɨ̃ ɳ    o ŋː bʱ    	u kʼ ɕ e bʰ    ɑi z u n m    ũ ɯ ʋ ɗ ŋ    	s m l ɛ e r    r ʋ eˑ ɘ t̪ː tɕ    e˞ ʈʂ s f u d̪    aːi qʰ ɔ    	χ ɟ e t    kʰʲ kʰʲ ɜ qʼ    	s e s e    	ɛ w r    lʲ a vː    z a t    	i dʰ m    i sʷ ʁ    u m n e m    	m ɛ t̪ tsʰ    s t̪ ui cː    ⁿg sː a g̊    
140881	-17,7117117117115	32,6126126126135	ɖʐ uː w    	o dː aː r    	ɓ uː kː    	w u y xʲ v̥    dː n ũ ɨ v̩    	s ɔˑ m u dʑ ʔ    	kː kː u r    	r ɔ̃ː dː ɔ̃ː    	u w ʐ    	dʱ ɨ m    i r ʡ    	ɓ ĩ̟ kː kː    
140880	-5,54954954954938	32,6126126126135	eː ʝ ɵ    	t e̱ ɘ mʲ    o s e̱ r    	ʒ iɛ cː    	w o cː ə b    	dʲː a sː ʒ ãː n    	ɛː cː dʲː n    t r e    ⁿd ãː zː kʰʲ    	a ʈʂʰ s a    sʰ kː ɒ    	a ʎ n    i̱ ɭ n̩    	r i tsʰ    	a dʲː ʒ cː    
140879	-16,3603603603602	24,054054054055	ɜ s ɤ̱    ɜ ʑ z    	rʲ o oː w    	f aːi lː    	o ɤ̱ x oː m    	ʌ s ʎ m e w    	cː m̥ e̠ v̩    	e̞ w s e̞    ɹ ts i̠ o    	i ɤ̱ w    	e w mʲ    ʑ n̩ uɔ cː    rʲ ʊ dʰ    r i w̥    	k ʎ e̞ k    
140878	-24,9189189189187	33,5135135135144	ə g z    	ũː s ä dʒ    	ə ʒ cː    	iu ɡ o̞ː n m    	g o m ʒ u ʜ    	cː e g t    		o z t    	o g ʒ cː    	ʥ ao ɽ tsʲ    
140877	-4,64864864864848	23,1531531531541	əː s kʼ    	ɑ̃ː ɲ ʌ d̪    o̤ kʰ o̤ r    ɲ oː e ʈʰ    dʰː e i̘ d̪    	õ f χ    	z ũ o̞ː x ˀŋ    	ɔˑ qχ s̪ dʑ æ d̪    dʲː øː ˀŋ ʒ ɯ̆ ʁ    	cː dʲː ɛː ʁ    	ɲ r æ æ    rʷ p ɔ̃ː ɔ̃ː    ʈʂ s ɔ̃ː æ    ɲ ø r ø    	a w pʲ    	i j ˀŋ    ɯ̃ w cçʰ    ə̃ tʰ dz    	d e˞ f d    
113510	-19,9639639639638	29,4594594594604	s aˀ w    	e tsʰ o cː    ũ aʊ ts ȶ    aːu e s n̪    o̞ q e mˠ    e ɪ l̪ˠ r    	ɜ s cː    f i cː    	ũ e ʋ n m    w ə ʁ ei tɕ    	s e̱ ʐ ẽ̞ mʲ qˀ    s kʷ ə̥ ɨ ⁿg r    dʷ e̱ dʷ dˤ eɪ cː    ʡ ʌ m ʈʂʰ œ t̪    ə h t̪ ə f r    	t̪ ɔ̱ cʰ r    rː bʰ u pʲ    	n ʀ u u    	kʼ a cː    əɯ ɕ r    w ɔː ṽ    æ̃ w ʔ    	ʉ ȶ qχː    o̞ ɖʱ m    aː ɕʲ χ    nʷ ɔ t    	ⁿt a ⁿt ɮ    ŋː ə t̪ bʱ    ɜ x kp hː    q ɛˑ ⁿg q    ʃ ɛɪ j n̪    
115349	-14,1081081081079	31,2612612612622	r ĩ nʲ    ṽ uɔ ɣ    	ɪ r uˀ r    ə ⁿs o d̪    	ĩ ŋ̥ ɕ    ĩ f hː    ə f ⁿs    	nʲ o ɓ eu ŋː    əː r m ɑ̠ m    ð pʰ õ e̠ tɕ    	r ɔi m ŋ̥ ɛi r    ⁿs ə̆ ɬː tɕʰ ã d̪    d̪ ā m f uˀ ɸ    tɕ a m ʒ u c    	t̪ ũ cː ȶ    sʲ ũ bʱ ʒʲ    t̪ ɛ˞ d̥ tʰ    ɖ ɐ ⁿs tɕʰ    	r ɪ r ɪ    ⁿdz fː u u    ə r mʲ ə    	ʃ ʌ ɭ    ø dz d̪    ā ɭ n̩    	i ʐ q    	ŋ̥ r ɔi ɕ    f kp ɔˑ hː    ao mʲ dz ɮʲ    dʲː əu ʒ ⁿt    ɔˑ cç ɖʰ cç    
139006	-27,6216216216214	24,9549549549559	s y dː    	o s ɔ̃ dʷ    	s y ɲː    	fː d̥ a ɔ̃ bʰ    	s ɔˑ m ð e˞ ʑ    ao gʱ ʈʂ ɾ ə gʱ    	o q ç ʔ    	s kʲ u u    o s ɦ o    ŋ̩ ɗ ẽ ẽ    	œ ŋʷ d̪    	y kʲ m    	ɟ eu q ç    
127076	-8,70270270270253	23,6036036036045	ɨː h tʲ    oˑ r̃ ʔ    aːi ɖʰ ə̆    oˑ s w    ʡ oˑ w    ʡ əː ˀj    	t̪ o e r    ɐ g̊    	oˑ ɖ tsʰ    	uː k k bʲː    ɛː w ɤ n ðʲ    	aːi qʰ ɔ    	qː j a̤ d̪    	tʲ vʲ ʌː    ʐ pʰ ɯ̃    	a t bʲ    	r ʉː l    ɕ ɨ cʰ    n̩ ʑ uɔ cː    	j x ɪʊ k    n̩ ʑ uɔ cː    
139004	-1,49549549549533	37,5675675675685	ɦ u w    	e ɲ ɑˑ kʰ    	f a cː    	t ẽ n ɒː χ    ȵ v oː oˀ ʋ    	s a l f ɔː r    e d̪ vː f ɤ ɕ    	bʰ s ɪˑ pʲ    	s ɔː lː ɔː    s a ɕː a    s ȶ a̠ a̠    s e̞ r e̞    	ɨ̠ ˀk a    b ɑ̆ ʃʰ    aˑ ɾʲ œ    	ɒː r χ    	ɡ ʒ ãi s    
139003	-11,8558558558557	33,9639639639649	kː ɐ̃ w    	ṽ a̤ aː r    ɯ aː dʒʰ mː    ɯ aː dʒʰ mː    	a̤ sʰ ʃ    	n ɣ aˑ o m    	ṽ ɔˑ m eu ɖʰ r    	cç ă cç r    kʰʲ kʰʲ ɜ ɣ    t̪ cː ə ȶ    	s e ⁿtʰ uˀ    	ɣ ɔˑ r    	r eu m    	χ ɳ ɤˑ g    
131059	-5,09909909909893	16,3963963963973	o̱ ɲ w    qχ ɛ̃ ɭ    ā dʰː n    	kʰ o̤ o̤ r    au s ə mː    	f ā dʰː    	ɲː ɛː ɔː n j    	ɲ ə m f u d̪    bʰ au m õ f r    	kʰʲ kʰʲ ɜ gː    	ɲ u r u    rʷ p ɔ̃ː ɔ̃ː    d̥ s ɔ̃ː æ    ɲ ø r ø    s ħ a̹ a̹    v t o    ou dː r oː    	ə w d̪    o̱ w χʷ    	r ɒ m    i j m    u r jː    ɯ̃ w cçʰ    ẽ r t̪ː    ɔu d w    	yː f r o̱    d yː b i    
133017	-5,09909909909893	25,4054054054063	ɯ̆ qχ jˀ    	iː ñ õ n    ʊ̃ s ũ n    n̩ u ɪʊ d    	ʒ ɯ̆ kʼ    	oi ɖ s rʲ    uː k k bʲː    	r̃ ɔˑ ʃʲ ʋ u ⁿt    r ʋ eˑ ɘ t̪ː tɕ    	ɛ̃ n̊ k r    	s u z u    	ˀl œː ʈ    	ɕʲ aː χ    n̊ o̞ː l̪ˠ    	xʲ bʱ ãi cː    
133016	-26,7207207207205	21,3513513513523	i s tː    	i ɑˑ tsʰ ŋʷ    o pf e̠ t    u̘ ɯ d̪ʰ ˀk    	i tsʰ ʑ    ˀn ə̃ ʃʰ    	i ʮ n ɑˑ ɣ    w eˀ ɦ ɔ̃ ɬ    o n n ɪʊ m̥    	tsʰ y m tsʰ u v̩    	ʍ ʍ i v̩    k tʲ eː d̪    kʰʲ kʰʲ əu b    v ʃʰ ə˞ d̪    	pfʰ u tsʰ u    	ʮ u v̩    w ɔː ṽ    	a dʲː ʒ z̩    	u ʍ tsʰ ʍ    a dʲː ʒ z̩    ʑ q ɔ cː    k u tsʰ k    
140876	-0,144144144143975	33,5135135135144	ɦ u w    	e ɲ ɑˑ kʰ    	f a cː    	t ẽ n ɒː χ    ȵ v oː oˀ ʋ    	s a l f ɔː r    e d̪ vː f ɤ ɕ    	bʰ s ɪˑ pʲ    	s ɔː lː ɔː    a s ɕː a    s ȶ a̠ a̠    s e̞ r e̞    	ɨ̠ ˀk a    b ɑ̆ ʃʰ    aˑ ɾʲ œ    	ɒː r χ    ð ɨi m    	ɡ ʒ ãi s    
134990	-0,594594594594425	23,1531531531541	h eː ɵ    	w̃ eː    	ɐu ʐ    f i cː    	ɜ n uː t m    	x m ɤ̱ ə u pʲ    	t r aˑ    	t v oː    	oi tː a    	f ɛ m    	o̞ ʈ f a    
107935	1,20720720720738	43,8738738738749	ʃ o̱ tɕ    	oi ɛ̃ çʰ wː    q y ɛ̃ ʃʰ    s o ă ɗ    	o̱ sʰ k    	tɕ ø ɛ̃ v̩ m    ɜ n t uː m    	ɪ ʃ m sʰ a ʕ    s m ɔˑ f ɛ˞ f    	kp ø k wː    ⁿd ũː mː tsʼ    	ʃ b̥ u u    t v oː    	tɕ ɪ ʕ    	c y zʲ    	o̞ ʈ f a    
134989	-4,64864864864848	14,1441441441451	ɣ u w    	e s e ʝ    o u ɣ pʲ    a ɓ    ø ɸ iɛ d    	d̥ ɨ̠ cː    	e r ɗ e rʲ    	kʰ s y ä f r    	ɖː ɣ e̱ ⁿdz    	ɒː s vː ɒː    r i z̩ ɛ    	r a ʝ    	ʑ ɛ n̩ cː    d̪ʰ i m    	dː ə̆ ȵ    f ʃʼ oi ⁿd    ʑ ɛ n̩ cː    f ɛ t̪ dʒʲ    χ s a ʐ    j c ʉ ʃ    r dʑ ɛˀ k    
127073	-0,594594594594425	22,2522522522532	tsʲ yː ə̆    	e uː pː tʼ    au ə t̪ mː    	ʉː dʷ    	i k tsʼ ʂ    ʜ ɛ tː ʜ    	ɓ yː ə̆    	ɓ ⁿdʑ ă    	v ɓ oː    	t ẽ pʲ    	i r gʱ    	mˠ yː m̊ i    ⁿts yː r̃ i    
134988	-23,1171171171169	22,7027027027036	i s nː    	ʉ yː tsʰ ŋ    o ɗː uo d̪    ɪ e ȵ r    	i tsʰ ʑ    	ʉ ⁿt v̩ əu xʷ    	l̥ i g m i kʰ    	k k ʉ v̩    	ʃ nː u u    ŋ̩ ɗ ẽ ẽ    	u ⁿt v̩    rʲ ɔˑ r    ˀl æ̃ ʔ    o w r    	ŋ əu m    	lː g ɛ kʼ    ʑ q ɔ cː    
131056	-1,04504504504488	37,1171171171181	əː ɡ w    	g̊ ɔɪ    	ɛˀ l̪ˠ    	tː vʲ au sː    	ʃ æ̃ ɡ m ə ⁿts    	ʐ r ɪ    	ŋ pː ʏ    	iˑ fː a̠    	f ɔː ʋ    	yː s r eɪ    
140875	4,81081081081098	24,5045045045054	aˑ tɕʰ œ    s ä ʎ    aˀ ⁿd ɭ    ĕ s ts    	ʐ e̱    ɯ a̱ s ɭ    a̱ ɨ s ⁿɢ    ai θ u l    	ʉː ˀw    t eˀ t    	ă ɾ pː tɕ    	ɔː n œ    	ɓ d i    o˞ cː dʒ bʰ    ə s pʰ d̪    t̪ cː øː r    	d ʁ œ    u s w u    	e θ ɐ    ɑ̆ w cçʲ    	eː ɓ l̪ˠ    	dʒ e f f    
136963	3,00900900900918	30,3603603603613	a̤ ˀj w    r̃ i w    	ʐ ẽː    ɬ o ŏ̱ sː    	ʉː ˀw    ɬ o bʲ    ɔˀ l    	ɾ ă k tɕ    p ɛˑ e r̥ m    	k ɔː œ    hː e̞ ɪ    s ə mˠ ɖ e ʃʼ    	ɓ d ʌ    cː ĩː ðː r    	d ɳ œ    	æː ɳ ɗ    θ e ɐ    w ɔ pʲ    	eː ɓ l̪ˠ    ʌ r ɡ    	dʒ f e f    
134986	0,306306306306476	29,4594594594604	õ f ä    ʝ ŭ ɸ    	ɬ ŏ̱ ê sː    ʈ ɛ    	f ɑˑ ɸ    	s ɛ ɲ f    u o n w ñ    	r kː f ʌː au sː    kʰ e f h u ʃʰ    á mʲ m ɐː f tɕ    	b s y sʰ    ʝ kʰ ɑ ⁿq    ⁿt ⁿt ʏ v    	kː e r e    ʈʂ bv āː    	ʌː ʰt sː    	r e d    b e ɕʲ    ʑ β ɔ cː    	f u m ɧ    dʑ cçʷ ə˞ ɖʐ    ʑ β ɔ cː    
127070	-22,216216216216	20,4504504504514	n̪ ə̃ s    	ɭ e ɤ d̪    	əu d̥ cː    	o ʃː o f w    w u ɒ ʁ q    w eɪ ʈ e dʲ    		v ʃʰ ə˞ d̪    	s nː ɐ eː    	dː a ɾ    	oˀ rʷ sˤ    ɔ b̥ v    ʊː ħ ħ    	f j a ɹ    
121084	-28,0720720720719	20,9009009009018	s əu w    	e e kʰ ɟ    	i cː rː    	ɓ ʌ ao r ɲ    	ʈʂ e˞ s f u d̪    	dʲ cː e ɟ    	c s u u    	ũː w d̪    	i c ʡ    r i m    u m e ˀt m    	m e˞ f m    
134984	4,36036036036053	30,8108108108117	i rː lː    	u ʀ ə̤ n    	f o̱ ʁʷ    	w a̱ ɡ ɯi t    	ă rː m c a c    	ʁʷ eː t̪ n    	ʀ n u u    	ˀl ɯ n    	β i jˀ    	n o̱ m    
107930	-18,6126126126124	17,7477477477487	ŏ s ʂ    	ã ʄ ĭ d̪    	ŏ ʜ k    	ʂ ɯː dz ĭ ɡ    bː ɛ̤ ĭ dz ɡ    	ɯ s ɡ ŭ ʜ d̪    	k tʲ ɯː d̪    t̪ r̃ o sː    	s ŭ g uː    ŋ̩ ɗ ẽ ẽ    	ʂ ɯ d̪    	ɑ r v    	ʜ tʲ ɯ ŋ    
140874	1,20720720720738	30,8108108108117	h eː i    s i w    s ɑː pʲ    	w̃ eː    aʊ a̤ ⁿd t̪ː    	ɧ ɔ̃ː    	n ɜ uː t m    w eu ã b m    	ʐ iː aˑ    r s f ʌː au sː    s m ɑ˞ b e̞ ɹ    	t z aˑ    p͈ gʱ ø d̪    	ɢ t oː    	y tː a    	īː ɗ m    	ʈ o̞ f a    j ɕ a ʒ    dʲː ʒ ɔ tʷ    
133014	-13,6576576576575	31,2612612612622	iɛ tɕ z    ŏ s w    	ʄ o e̠ x    	iɛ ʒ ˀt    ñ ʏ ɖʐ    	t e̞ s sː    	tɕ a ʒ m u t    	ˀt ɛi tɕ t    cː a k w̃    	u t tː u    	z a t    mʲ ui ɟ    	æː r nʲ    r i ʐ    	ɹ ʈ a ˀt    
133013	-22,216216216216	26,3063063063072	l̥ ə ɢ    	sʰ ɯ̃ ă ɬː    	f e˞ ŋ    	ɯ̃ w ɑˑ ʄ ŋʷ    	ŋ̩ au u ŋ̩ ɲ ɬː    	gː gː a̠ ɬː    	ɛ̃ sʰ ɬː ɛ̃    u bʱ ŋ̩ u    u ɬː ˀɲ u    	ɛi b ɬː    	ɑ ɬː ŋʷ    	ʃ f ə̆ jː    
105825	-25,3693693693692	15,045045045046	ɛi s tsʼ    s ã̤ː k    j u w    	e o ṽ n̥    ɑ̆˞ d̪ ɑˑ r    ɔʊ ə vʲ m    ɛ dː e̞ r    o ʈʂ e ɕʲ    	ɡ ə p    	j ə ʋ uɔ m    	ɔˑ p m u ɡ n̥    	p ˀŋ ə n̥    ũ sʲ bʱ ʂ    dʲ o cː bˠ    	p ʃ u ẽ    a j w̃ a    n d̪ ɪʊ ɪʊ    	ʋ ɔˑ n̥    	j ə̃ d    j i m    	ɔˑ ɡ ˀŋ p    ẽ z sː l̪ˠ    ˀn f uː ˀn    kʰ l ə̆ kʰ    f e̠ χ χ    
125057	-21,3153153153151	21,3513513513523	i ɳ kʰ    	iː s œː pʲ    iː ɸ œː pʲ    ʁ ĩ̟ iː r    s ɑo a̤ː ɕ    	f i ɳ    	t ɛ̃ iː dʒ ɱ    ʔ o̱ āː n t    n b aˑ o m    ˀt a̤ ɑˑ ɥ nʲ    	ɳ cçʲ ɔˑ ia f ɧ    wˤ ɔˑ nʲ f aː r    	v c ə˞ bʲ    x ɖʐ e̞ ʔ    	n̪ b̥ ĩ̟ ĩ̟    s b̥ u u    	k u˞ bʲ    dː a m    	ʊː ħ ħ    	v f u˞ c    dʑ x e ɖʐ    
107926	-1,04504504504488	17,7477477477487	eː h i̱    	ɛo s ɒː bv    	ɧ ɐu    ɖʐ ɐː ⁿts    	ɜ n uː t m    	ɔi ʄ ˀb ɖʐ u dʲ    	t r aˑ    	gʰ ʐ ɯ̃    	ĩː ȶ e    	ɾˠ i m    	o̞ ʈ f ɑ̃    
105830	-30,7747747747746	28,108108108109	i ɲ d̥    oːu s d    	ɲ ɨ ɑː ɮ    	i f cː    	ɨ d̥ eu n w    	ɲ ɨˑ f w uː ɮ    kp ɒ tsʲ bʱ ə r    	ɨ ˀr cː kʷ    	ɲ uː kʷ ɨ    	d̥ ɨˑ kʷ    	kʷ i n    	ˀr f ɨˑ cː    
129134	-16,8108108108106	28,108108108109	iɛ tɕ z    ŏ s w    s i lː    	ʄ o e̠ x    ɛ˞ r̥ au ɴ    	iɛ ʒ ʑ    ñ ʏ ɖʐ    ɻ ʌ ð    ɻ i jː    	t e̞ s sː    	tɕ a ʒ m u t    	ʑ ɛi tɕ t    cː a k w̃    	u t tː u    	z a t    	æː r nʲ    r i ʐ    r i l̥    	ɹ ʈ a ʑ    s ɡ ui cː    
133012	1,20720720720738	22,2522522522532	əu ŋ ʂ    i dʲ ⁿg    	ə e ʐ pʲ    ãː uː n̪ tɕ    	i rʲ ʑ    s ĩ bʲ    mˀ uˑ ˀw    iu ɧ    	n ʂ ə e nː    	a ŋ nː u ɬ pʲ    r a̠ j ɛ̤ cçʰ tɕ    s ɬ ɔˑ sʰ ũ s    	ʐʷ ɘ bβ ɣʷ    s zː ãː kʰʲ    ɨˑ l̥ ʀ ʔ    	bβ ɛ̃ˀ s ɛ̃ˀ    s ɗ ẽ ẽ    ɗ i mː ɑ̃    rʷ ɑ lʲ ɑ    s t ʏ    ɗ ɨ̃ gʰ ɨ̃    	a ʂ pʲ    w ai r    	b̥ i t    yː ɢ ɹ    	õ ɬ ŋ cː    ɛ̃ˀ ɬ t̪ zʲ    
139000	-3,29729729729713	35,3153153153162	s i ŋ̩    	ɔ̱ ɛ̃ s ɖː    ɬ o ŏ̱ sː    	ŋˑ uˑ tsʼ    o ɬ cː    	w eu ã b m    x kʰ o e m    	á s m v ɤ ɕ    ə s ɣ ɖ e ʃʼ    ɯ hː ɪ    	m ã ʁ ɕ    	r tɕ ũ ũ    	w á l̪    w ɔ pʲ    	t̪ i ŋ̩    bv au ŋ̩    	aːi r̃ t̪ ɛ˞    j ã j ɕʲ    
121076	3,00900900900918	45,6756756756767	pʰ ɒ t    	pʰ e ă t    	n ɒ χː    	w u v ŭ l    	ʌ̃ pʰ n n ẽ t    	χː ă ɬ z    	pʰ z ɔ̃ː ɔ̃ː    	z ɔː t    	ɕː ɒ m    	ʌ̃ n ɬ χː    
140873	-24,0180180180178	14,5945945945955	ɕʰ uː w    	u ɗː ĩ d̪    	uː zː ɲː    	u y w t̪ v̥    	s ɔˑ pʰ dʑ u ʔ    	ɲː ɲː u r    	r ɔ̃ː d ɔ̃ː    	u w ʐ    sʰ ā d̪    	uː r v̥    	zː ĩ̟ ɲː ɲː    
140872	-33,9279279279278	23,6036036036045	ȵ ɪ̃ ʁʷ    	e ɪ ȵ r    	f ɪ̃ ts    		ȵ ɔˑ f cçʲ a b    	ts ts e r    	t aˑ ȵ uː    	ɔˑ ʁʷ r    	r ɪ̃ nː    	ts ɔˑ f ts    
125052	-30,3243243243241	26,3063063063072	s i tʰ    ŏ s w    	ʉ yː tsʰ ŋ    	tsʰ i ʑ    	ʉ ʀˀ ⁿdʑ əu bʲ    	u tsʰ m tsʰ u ⁿdʑ    s m i̤ æ̃ ʜ ʰt    	k k ʉ ⁿdʑ    	ʃ u tʰ u    	u ʀˀ ⁿdʑ    sʰ æ ʰt    	ŋ əu m    	k tsʰ u k    tʲ ʜ i̤ k    
134980	-18,162162162162	21,3513513513523	dʲː iɛ jˀ    	ɗː o ĩ d̪    ɔ a̠ s r    d o ʊ t    	iɛ ɳ cː    	jˀ o aː n m    ɔˑ f d̪ʰ d̪ʰ    	dʲː a m ɛ̃ ɳ ɣː    	c c ɜ qʰ    ɕ l̩ o v̥    	ɣː dʲː ɛ̃ ɛ̃    	jˀ a ɣː    	e̞ ʐ ŋ    r y m    r ɛ̤ tɕʰ    m ɨ ʃ    	ɛː cː dʲː ɣː    ɔˑ f d̪ʰ d̪ʰ    
115342	-18,6126126126124	20,9009009009018	qχ ʌː ɭ    	ɯ s u̘ d̪    	f ao ʃ    ɒː pʰ k    		ṽ ɔˑ m ɖʰ uɔ r    	o kʰʲ cː r    		w ʉ r    	ai r m    	ʉ kʰʲ ɖʰ kʰʲ    n f ɑ n    
113491	-6,90090090090073	13,6936936936946	ɖʐ uː ˀl    	ʁ u ʊ r    	zː uː ɲː    ã̤ː g    	w ɛː ɔ ʑ tɕʰ    	s m ɔˑ dʑ u ʔ    	ɲː ɲː u r    	r ɔ̃ː dː ɔ̃ː    	ˀl u ʐ    	r uː v̥    	zː ĩ̟ ɲː ɲː    f t̪ əː ɕʰ    
138996	-27,6216216216214	30,3603603603613	iɛ gʰ ɖʐ    	œ ʃ á pf    ɮ ɯ a̤ː z    	ɖʐ iɛ k    	o ɖʐ n ɐu m    	gʰ ʉ m ɖʐ eu lˠ    oː qχ f ʄ u dz    	ɛː dʲː d̪ʰ t    	t o dʲː o    	ʉ ɖʐ lˠ    	dʲː ʒ a d̪ʰ    	dʒ f ɔˑ f    
136961	2,55855855855873	22,2522522522532	eː h ɵ    		oe f b    	ɜ n uː ɹ m    		r ɹ ɛ̤    	bˤ ɹ w    ɖ u ɟ u    	ɔ̃ː kː ɛː    w ɔ pʲ    		ə f j k    
109739	-19,5135135135133	23,1531531531541	ŏ s w    	ɛ̠˞ e s r    	f oːu ts    	f ɔˑ ʒ ʒ    	ɔʊ ʈʂʰ ˀd ʈ ʊ ɱ    	ts ts e r    ʔ lʲ ə n̥    	aˑ s β ɛ̠    	ʁʷ ɔˑ r    	oːu r n    ɲ β a cː    i ȵ ʡ    	f ts a̤ː ts    ɔˑ j nʲ k    mʷ ʈ ṳ mʷ    
138995	-6,45045045045028	29,9099099099108	tɬ æː ɨː    h e̠ ɵ    ɬː æ mʷ    	ɓ əi    β o ɐ̃ː xʲ    s ɨi ɨ mː    β ɐ    	t ʉː    ɑː dʒː ʂ    	v aː ɔ: tʰ m̥    	lʲ æː ɨː    aːi qʰ ɔ    ɨi s tɕʰ χ ɔ̃ː l    	t nʲ ɨː    dʲː cː ɞ ɯ̱    	v t ʏ    s ɾˠ u u    	e w r̃    t a̹ bʰ    	f ɑu m    β ⁿg ɛː cː    b i ɓ    	tsʰ ā g ç    β ⁿg ɛː cː    tː tː ɜ ʁ    sː ⁿg aː g̊    f kp ã sː    
119220	1,65765765765783	40,2702702702712	s u t    n̩ eː ɵ    e s c    	e̱ s eː r    ãː n̪ uː tɕ    	iu ɧ    	gː e̱ ɐ tɕ ˀɣ    k t o ãː m    	s tː e̱ tɕʰ ə̃ r    	d̪ ɛ̤ tɬʼ kʰʲ    	r ə̃ s ə̃    v l̥ oː    s ð ʊ u    e̞ s qʷ e̞    	gː iˀ r    	r ɘ ˀɣ    d u m    	tɕʰ e̱ j ɴ    s ĩ ɓ l̥ː    
133007	4,81081081081098	31,2612612612622	ə̃ f ä    	æ ʥ ũ tɕ    	y ˀw    	ɑː s ɲ f    	á s m v ɤ ɕ    tɬ ɔˑ pː m u tɬ    r æ p ɭ ɐː ɾ    ə ˀm aˑ    	s y ð sʰ    p͈ gʱ ø d̪    	s e tsʰ e    ɔ˞ s ʮ ɑ̃    bv pʲ ɑ̃    s ɟ õ õ    	ʌː ʰt ŋʷ    	i ʔ j    	s ʥ yː aˑ    
123028	-0,144144144143975	34,4144144144153	pʰ a z    	o v au ɗ    β ai ɐ̃ː xʲ    	n a χː    	z ɣ e ă tː    ŋˀ ø n ɛ̃ m    bʱ ai xʲ ɐ̃ː m    	a v hː ẽ m ɗ    s mː ɐ̆ χ ɔ dː    s i f u h ʔ    	χː ă ɴ z    χː kp ø nː    c j ɛ d̪    	pʰ z ui ui    r z̩ i i    	z ɤː z    ˀl ɛ̃ n    	dː ɨ m    	ʌ̃ ɴ n χː    
138993	-19,9639639639638	13,6936936936946	s̪ ø vʲ    θ ŭ w    ɛ̃ qχ ɣ    	ə á s̪ dz    ũ d ɔu d̪    	tʷ ø ʐ    	nˀ vʲ ə á dʒʱ    n a̹ e ⁿdʑ bʷ    w ɣ aɪ œ z    	s̪ ɔˑ tʷ dʒʱ õ dz    	á ʐ ʐ dz    	dz s̪ ɪ ɪ    s b̥ y y    	vʲ ɔˑ dz    	ø dz dʒʱ    	tʷ ɔˑ ʐ ʐ    
140871	-19,0630630630629	33,063063063064	hː œː ⁿtʰ    	e ɪ ɕʲ r    	t̪ oːu ts    	o n ⁿtʰ ṳ hː    	ɕʲ ɔˑ cçʲ t̪ aˑ b    c nʲ aɔ ɨ̤ x x    	j k o ⁿdʑ    	aˑ ɕʲ t a̱    ui ˀk n ai    	ɔˑ ʁʷ r    k ã ɤ̱    	oːu r n    ʈ ɪ cçʲ    	ts t̪ ɔˑ ts    
129126	-22,216216216216	32,1621621621631	n̪ ə̃ s    	ɤ tɕʰ e z    o œː s pʲ    t ʉ e̠ t    	f ə̃ ʃʰ    f ʊ̃ ʃʰ    	k ɔ sʲ e sˤ    ʉ z e̠ n m    	n̪ ɛ sˤ f e̞ z    a̤ dʲː ʒ m u t    	v ʃʰ ə˞ z    nʱ ⁿts o rʷ    nʱ ⁿts o rʷ    	ɨ l̥ sˠ ɐ    	dː i ɾ    ɢ e ɹ    	b̥ ɔ v    i β tɕʰ    r ɔ m    	f v ɛ ʃʰ    
